grupo_ept,escolas,media_temporarios,mediana_temporarios,media_doc_publicos,media_doc_ept,media_tur_ept
Com EPT,386,0.6704652412996545,0.6875,35.48571428571429,19.766233766233768,6.425974025974026
NA,2088,0.7138770411239366,0.7272727272727273,17.290861618798957,NA,NA
