escolas,media_temporarios,mediana_temporarios,min_temporarios,max_temporarios,media_doc_publicos,media_doc_ept,media_tur_ept,media_doc_disc_prof
386,0.6704652412996545,0.6875,0.26666666666666666,0.9666666666666667,35.48571428571429,19.766233766233768,6.425974025974026,4.430051813471502
