co_entidade,no_entidade,no_municipio,co_uf,qt_doc_bas_vinculo_concur,qt_doc_bas_vinculo_contra,doc_publicos_principais,perc_temporarios,doc_ept,tur_ept,qt_doc_bas_disc_profissiona
43101895,COL ESTADUAL CASSIANO DO NASCIMENTO,Pelotas,43,33,25,58,0.43103448275862066,38,6,6
43053688,ESC EST ED BAS DR MAURICIO CARDOSO,Doutor Maurício Cardoso,43,8,6,14,0.42857142857142855,12,1,0
43128084,COL ESTADUAL APOLINARIO PORTO ALEGRE,Santiago,43,15,11,26,0.4230769230769231,16,3,0
43112820,ESC TECNICA EST GETULIO VARGAS,Rio Grande,43,40,29,69,0.42028985507246375,59,28,25
43101836,INST EST EDUC ASSIS BRASIL,Pelotas,43,47,34,81,0.41975308641975306,25,7,0
43123813,ESC BASICA EST ERICO VERISSIMO,Santa Maria,43,17,12,29,0.41379310344827586,17,1,0
43060790,INST EST EDUC ESTRELA DA MANHA,Estrela,43,13,9,22,0.4090909090909091,22,12,0
43171281,ESC MEDIA EST JACINTO INACIO,Santana da Boa Vista,43,19,13,32,0.40625,6,2,6
43124143,COL ESTADUAL PROF EDNA MAY CARDOSO,Santa Maria,43,22,15,37,0.40540540540540543,18,2,0
43157734,INST EST EDUC CARDEAL PACELLI,Três de Maio,43,22,15,37,0.40540540540540543,20,8,6
43027016,ESC EST ENS MED NOSSA SENHORA DA ASSUNCAO,Caçapava do Sul,43,24,16,40,0.4,27,5,0
43138497,INST EST EDUC SAO JOSE,São José do Norte,43,30,19,49,0.3877551020408163,13,5,7
43123619,E E DE EDUC ESP DR REINALDO FERNANDO COSER,Santa Maria,43,13,8,21,0.38095238095238093,17,7,0
43117309,C E DE EDUC BAS CONDE D EU,Rondinha,43,21,11,32,0.34375,22,4,0
43156304,ESC EST ED BAS GOVERNADOR JORGE LACERDA,Torres,43,27,14,41,0.34146341463414637,14,1,0
43032060,ESC EST ENS MED ANA CESAR,Camaquã,43,26,13,39,0.3333333333333333,4,1,4
43034233,ESC EST ED BAS JOAO FERRARI,Campos Borges,43,14,7,21,0.3333333333333333,10,1,0
43099866,INST EST EDUC JOSE BERNABE DE SOUZA,Cerrito,43,18,8,26,0.3076923076923077,14,5,6
43045596,INST EST EDUC JULIA BILLIART,Chapada,43,18,8,26,0.3076923076923077,19,3,0
43159095,INST EST EDUC ERICO VERISSIMO,Três Passos,43,38,16,54,0.2962962962962963,20,6,3
43113605,ESC EST ENS MED SILVA GAMA,Rio Grande,43,36,15,51,0.29411764705882354,16,1,0
43048498,ESC EST ENS MED PONCHE VERDE,Crissiumal,43,18,7,25,0.28,4,1,4
43079865,INST EST EDUC PROFA GUILHERMINA JAVORSKI,Jaguari,43,22,8,30,0.26666666666666666,17,2,0
43092900,FUNDACAO ESCOLA TECNICA LIBERATO SALZANO VIEIRA DA CUNHA,Novo Hamburgo,43,0,0,NA,NA,159,107,94
